,price
36462,1323
7139,4314
26581,788
11916,5410
37538,1436
27903,830
6266,4141
40888,1838
41509,1909
41846,1949
36168,1289
39112,524
43542,2203
3783,3554
41087,1848
40286,1781
30020,911
35593,391
30038,911
36725,1353
8623,4617
31199,479
22236,648
14184,6210
5007,3856
6932,4274
39484,1698
39423,525
31817,485
35000,1180
41437,1894
5842,4054
7531,4395
15388,6683
44016,2281
30142,917
17925,8133
40410,1790
28213,844
30321,923
1476,3016
26699,789
18515,8592
10992,5156
45097,2414
30531,935
35894,1262
36226,505
25344,449
23898,702
28215,844
18361,8521
1636,3054
19066,625
14180,6209
921,2902
43806,2246
40980,394
35001,1180
33436,491
6072,577
28747,863
41171,1864
21006,10886
13765,605
46826,2706
1852,561
14374,608
2003,3142
38203,1580
24547,720
1273,561
29319,882
29887,907
21097,10995
21184,11075
41127,1857
7204,4325
36017,1268
1750,3084
44225,2307
6857,4256
18083,8282
34133,1111
30036,911
9222,4732
29901,907
5145,574
3874,3581
2740,565
14995,608
18227,8396
47001,2739
31205,480
21014,10891
41493,1906
32443,380
43428,540
42129,1984
35471,1230
14227,6237
36728,1354
27211,807
36451,1322
45065,2405
24894,732
44054,402
30542,936
12380,5551
26305,776
24021,706
24345,713
5203,3898
21429,422
3637,3519
21141,11053
37834,394
20131,9954
25998,368
21050,10937
16754,7418
28763,864
29323,882
43997,2277
28962,872
23444,686
20525,10349
17477,7832
11360,5249
24176,708
6249,4138
15392,6686
24778,729
32962,1046
40855,1833
28629,858
11852,5396
31107,957
16345,7179
8357,4559
44031,2285
33604,1079
44608,2353
29379,886
5565,3992
27840,828
40925,1841
34763,1160
20292,10082
10799,5107
26599,789
38032,1569
5126,3886
36503,1326
32569,1024
23821,698
39601,1713
36909,1369
43951,2272
2768,566
7081,4303
38727,1631
21251,11153
2933,3354
27115,803
19599,9450
21011,10889
11772,5373
34824,1167
22337,654
22152,646
16325,7171
11515,5292
26562,788
31927,995
5277,3920
16122,7076
30505,933
38492,1609
43736,541
23675,696
19539,9377
43865,2259
17736,8014
37202,1402
28410,852
43028,2120
20074,9892
6178,4124
35569,1238
30970,953
31660,984
44426,2328
34120,1109
30927,949
22569,663
17551,7863
5914,4073
222,2789
26390,777
37388,1424
16461,7250
6821,4249
2098,3167
43512,2199
20800,10666
41600,1916
8719,4637
28774,865
43937,2270
24331,711
46684,2685
17590,7900
4915,3827
31862,990
2207,3185
33746,491
19588,9440
26438,780
40105,1760
35504,1233
16714,7392
41637,533
18909,8873
22842,668
34821,1167
42065,1974
6999,4281
46813,2703
47020,2743
10685,5075
21065,10957
10130,4943
28208,844
43968,2274
26823,792
45326,2448
4641,3763
12406,5557
31694,984
46977,2735
10400,5006
13680,6025
21000,10874
44151,2295
22768,432
41792,1941
1330,2984
35468,1229
3290,3431
7580,584
263,2797
30190,918
18934,8896
426,2819
16321,7168
21267,11163
7333,4351
4553,3749
39616,1715
38995,1656
6797,4242
33599,1079
34544,1141
14747,6439
44960,544
45710,2515
31983,999
38547,1616
24274,710
18618,8672
37357,1421
34006,1103
35274,500
30728,942
45547,2492
27029,802
9083,414
3145,3392
36805,1360
30127,916
44377,544
42179,1992
11352,5247
9431,593
43861,2258
16870,618
44268,2312
3472,3471
20781,10644
16399,7215
27188,805
28024,838
1025,2920
19696,9513
39674,1721
4562,573
15312,421
39802,1729
6861,4257
25869,765
22200,648
1087,2936
41794,1942
34394,1125
22454,658
43168,2142
14494,6335
40373,526
39035,1659
19463,9304
4712,3780
25675,449
26793,791
22348,655
14330,6282
8990,4689
29775,903
39620,1715
45225,2437
27949,462
30521,935
1017,2918
35999,1267
45855,2545
16647,7352
7188,4321
1102,2939
27921,832
13187,5821
15616,6801
46579,2663
39032,1658
4772,3798
29000,873
43854,2257
21951,642
20149,9971
32563,1024
23796,698
18999,8943
4565,573
4947,3838
18482,8574
24807,730
44723,2365
30041,911
4578,574
35039,1185
13870,6095
5321,3933
20251,10078
34922,1176
26784,791
34530,1140
37545,1436
4799,3803
44448,2331
31307,968
38513,1612
40593,1814
22251,649
26381,777
18026,8232
349,2812
33897,1094
26817,792
2503,3251
15169,6612
5703,4027
18785,8779
2244,3194
33471,1071
14081,6169
2660,3293
14421,6301
25032,447
13018,5768
4941,3835
36687,1346
10267,4980
28216,844
41024,530
41168,1864
17881,8099
42125,1984
40738,1819
7172,4318
2690,3299
44664,2362
16041,7025
26911,799
39433,525
16569,616
14483,6332
31648,983
2826,3325
1726,3080
1412,3005
6410,4167
5819,4047
37681,1445
15686,6819
1908,3115
4663,3770
20196,10020
45399,2461
13877,6097
25518,754
10236,4969
30631,939
34377,1125
34627,1151
42417,2029
11165,5204
30787,945
12141,5491
35558,1237
38544,1615
42702,2068
17828,8060
29106,877
14454,6320
11491,5288
37266,1410
42601,2054
34687,1153
4276,572
33531,1076
20391,10203
18939,8900
17973,8184
23376,684
7417,4370
12226,601
33922,1097
40748,1819
21036,10929
18120,8288
28207,844
22946,673
44556,2346
17160,7644
11506,5291
26204,775
13701,6036
43260,2160
41688,1925
33879,1094
46830,2708
13080,5794
39848,1739
21682,11661
42574,2051
43875,2261
37742,509
9744,594
32673,1031
1706,3075
17976,8189
33279,1061
15141,6602
6865,4258
20514,10341
24355,713
14199,6221
9771,4854
7597,4402
35869,1259
43018,2117
43409,2184
3271,3427
2907,3348
6693,4224
33397,1069
40848,1832
41311,1882
28396,851
25813,764
36191,1291
33492,1073
12694,5655
32002,1000
30734,942
533,2835
39299,1682
2964,3360
7677,4421
40377,526
10179,4959
25612,756
32915,1044
25257,743
39426,525
8586,4606
31424,972
28919,470
33017,1050
21449,424
40846,1832
43165,2141
3734,3538
6127,4113
33319,1063
19038,8973
37003,1385
5937,4078
44077,544
26501,784
3841,3573
25969,767
14094,6172
38120,1577
27477,816
8350,4558
45015,2399
33388,1068
5428,3965
34356,493
46696,2686
4327,3692
41862,1949
15666,6810
19074,8976
35076,1188
33147,1054
23560,689
16572,7292
17886,8102
19831,9642
27679,827
25003,734
20,353
29059,876
27625,462
42335,2013
4411,3713
14881,6499
34440,1129
15080,6573
3650,3521
21335,11237
26387,777
35973,1264
19611,9463
46169,2593
20529,10350
27945,462
44438,2329
8365,4560
30130,917
16222,7127
40450,1795
32386,1015
24637,723
18198,8364
13926,6112
33347,1064
2394,3231
2281,3203
7361,4355
41683,1923
45502,2482
28144,842
30450,929
1912,3116
8494,589
43596,2211
25643,757
20572,628
16798,7441
16863,617
29022,874
38090,1574
39139,1664
40725,1819
9364,4764
19095,8997
2575,3270
3423,3459
27405,814
45558,2494
21979,642
44376,544
15893,6953
26187,774
12631,5637
6508,4191
20606,10419
17535,7849
46846,2712
33439,491
11709,5352
44477,2334
1778,3089
30541,936
21733,11767
32356,1014
38505,1610
19167,9063
30363,926
7688,4425
36414,1316
25759,761
18193,8361
11527,5294
6859,4257
36478,1323
21467,631
17036,7568
31573,981
25120,737
4041,3620
41855,1949
30415,928
22392,430
34232,1116
46430,2641
40730,1819
32261,1013
26487,783
15765,6867
36793,1359
28474,854
14518,6344
27334,811
10972,596
24506,720
46613,2671
35065,1187
44099,2287
23235,682
6380,579
5396,3954
6496,4189
33880,1094
20933,10780
9109,590
25530,754
41089,1849
15567,6780
492,2829
16070,7047
9273,4743
22840,668
44939,2394
25234,743
1959,3130
14543,6353
8582,4604
38195,1580
4846,3816
44567,2348
33024,1050
13180,5820
46093,2581
23070,433
11890,600
39261,1676
21697,11696
15688,6821
37197,1402
26325,776
45962,2556
3893,3587
41254,1875
14562,6360
41272,1877
6792,4242
8261,4537
1123,2945
41240,1875
34796,1163
32397,1016
31070,956
44368,2324
44153,2295
5275,3920
12944,5746
27062,802
22523,661
44826,2379
12695,5655
20350,10138
27234,809
16782,7432
43374,2177
993,2913
34686,1153
32287,1013
40967,1845
43799,2246
24966,734
13405,5915
41400,1890
45489,2481
33494,1073
40232,1778
41754,1935
6798,4242
29225,880
7708,4429
23550,689
41032,1845
29469,891
20501,10332
21928,641
20832,10696
43410,2184
30336,924
30559,477
42034,1970
11751,5367
43705,2234
14517,6344
44352,2321
34163,1113
26906,799
13433,5927
27959,463
41260,1875
23214,681
23863,700
33366,1066
18988,8931
35318,1212
16172,7098
19003,8947
35658,1240
24691,725
30801,945
2196,3183
27360,813
38232,1584
32247,1012
7298,4338
17606,7911
40699,1817
20849,10711
12867,5712
46027,2569
42046,1971
20050,9870
27063,802
27992,835
29768,901
39450,1694
997,2913
15091,6580
3780,3553
46057,2573
41427,1893
33645,1080
39374,1689
13267,5860
34975,500
8889,4669
8828,4659
37714,1449
24168,708
8152,4514
4896,3822
875,2893
16031,7016
40885,1837
25670,449
13334,5885
3977,571
18629,8686
2674,3296
17814,8050
3331,3445
32447,381
14156,6199
23850,700
4396,3710
4944,3837
37379,1423
44005,2278
24496,720
12026,5445
20972,10827
32806,489
36530,1331
28058,838
36810,1361
20771,10633
2646,3288
18215,8381
10919,5147
20141,9960
38204,1580
4761,3795
12378,5551
36998,1384
10166,4956
34304,1123
35936,505
21595,11534
17109,7602
14996,608
42802,2088
22668,666
45799,2532
37173,507
44760,2369
14083,6169
25755,760
44700,2362
16179,7102
31485,976
4659,3768
16589,7308
28469,854
17366,7756
16365,7193
42469,2039
12374,5550
24300,710
4909,3825
37862,1546
5991,4089
38322,1599
29538,894
9863,4875
44165,2297
31257,965
41840,1948
5081,3878
15566,6779
37318,1415
996,2913
11205,5218
32610,1026
36829,1364
39863,1743
20484,10314
19761,9568
21085,10977
26863,796
36599,1334
4970,3845
42912,2100
36867,1365
7459,4378
2757,566
17771,8038
12504,5599
7059,4295
34164,1113
32960,1046
10756,5094
34303,1123
45383,2458
6041,408
13889,6098
33960,1100
37375,1422
29580,473
37757,512
5391,3952
24375,445
18649,8701
18726,8758
8553,4596
27954,462
22000,644
25866,765
27168,805
39473,1697
39916,1746
27297,811
7047,4292
9880,4879
15636,612
14114,6178
42373,2021
22460,658
10824,5116
21709,11713
22301,651
12894,5722
4951,3839
12715,5664
12950,5748
46957,2731
6189,4126
19225,9116
36688,1346
44830,2380
15850,6923
5746,576
41895,1956
16257,614
1779,3089
20198,10020
6373,579
26629,789
29848,906
22619,665
14669,608
1416,3005
3512,3480
16276,7142
17361,7751
9638,4829
17253,7680
21908,639
38814,1637
23007,675
7190,4321
1552,561
19081,8981
4270,571
41299,1881
23691,698
34310,1123
16975,7534
21193,11087
14212,6224
10143,4949
32918,1044
20610,10428
15042,6558
39563,1709
15867,6934
26521,786
42699,2068
35552,1235
12956,5751
45425,2468
23999,705
26951,801
24354,713
45663,2510
41015,530
17644,7943
35926,505
26001,369
16530,7289
19268,9158
35233,1206
20821,10687
17547,7862
29389,886
37369,1422
25276,743
20267,628
32008,1000
46197,552
32622,1026
24805,730
43971,2275
30640,940
34807,1164
25703,758
9598,4819
26478,781
23134,679
35582,388
23380,684
41156,1860
1191,2959
6757,4238
6971,580
39782,1727
42755,2079
26398,778
38262,1590
29396,886
29144,878
21023,10912
13878,6097
4928,3830
43935,2270
35942,505
19917,9738
32881,1042
34176,1114
9912,4890
43992,2277
31072,956
40839,1831
38088,1574
24446,717
46565,2659
19852,9668
2931,3354
24689,725
15152,6606
38334,1600
23139,679
11202,5218
15931,612
31514,483
37519,1436
21769,11781
13372,5899
37213,1404
46506,2650
32267,1013
872,2893
20505,10333
12131,5488
22533,662
43602,2214
23309,684
23150,680
19033,8971
39662,1720
42782,2084
4417,3714
26115,772
27055,802
10542,5042
35853,1257
22201,648
4298,3680
24744,726
32488,487
10676,5071
31198,478
27590,825
25020,447
16441,7239
19311,9208
28975,872
39075,1662
42450,2035
11551,5303
8483,589
38442,1608
30908,948
28092,840
24960,734
19909,9730
42725,2074
37625,1440
25452,750
23656,695
39404,1692
67,554
8556,4597
6233,4135
46158,2592
8041,4491
26010,450
21444,423
240,2792
29229,880
25229,743
43534,2202
10641,596
25747,760
30770,945
13658,6013
1207,2961
9793,4861
1732,3081
8308,4546
46083,2578
7284,583
11333,5242
32882,1042
9766,4853
5135,3888
42000,1964
7072,4299
9646,4830
418,2818
46560,2658
13191,5822
2176,3179
21367,11286
46245,2602
10013,4918
37619,1439
26312,776
30635,939
9381,4767
19236,9126
26072,769
37433,1431
15705,6831
2523,3255
19456,9299
35590,390
26876,798
19198,9089
6126,4113
36611,1337
16301,7154
33818,1088
18796,8791
38685,1629
43934,2269
4667,3770
42161,1989
2273,3201
33346,1064
37961,1559
19056,625
34853,1170
41983,1963
16992,7548
37492,1433
34090,1107
25850,765
45622,2501
34409,1127
8294,4543
45978,2559
25190,741
33590,1078
38865,1641
45131,2420
36083,1278
8353,4559
46812,2703
21933,641
15482,6738
16128,7079
45238,2440
1314,2978
7653,4416
20988,10853
29518,893
12269,5517
4972,3846
26172,773
27593,825
38037,1569
592,2843
37758,513
42422,2030
43845,2255
24623,722
820,2878
30890,478
13852,6088
39392,1691
3294,3431
19046,625
27916,832
36914,1370
9576,4811
38592,1621
21053,10942
42889,2096
25435,749
35201,1200
32083,1005
7731,4434
40386,1787
23653,695
34071,1107
32024,1002
18222,8391
28265,464
2905,3347
41671,1922
26428,780
14696,6412
36309,1302
38918,1651
6651,4221
7094,4304
1299,2975
3850,3577
5911,4072
19663,626
42015,1966
34020,1105
25253,743
13056,5781
22831,668
23311,684
46521,2652
3622,3516
31279,966
29909,473
11888,600
35284,502
36466,1323
16601,7318
6166,4121
42468,2039
43124,2139
16827,7459
34925,1176
30100,914
26995,459
14314,6272
42713,2070
19536,9376
16877,7473
38687,1629
36640,1340
38235,1584
40292,1781
11810,5385
7233,4328
41860,1949
41290,1881
6435,4173
45491,2481
35820,1253
45453,2475
30331,924
10432,5014
38290,1593
15317,421
13077,5792
6992,4279
24732,726
32530,1020
40786,1822
7372,4360
14700,6416
38549,1616
22793,666
12724,5666
26468,781
9539,4800
18838,8820
7804,4452
39480,1698
41812,1944
29589,473
28920,470
11528,5294
29176,878
31865,991
18385,8538
10255,4977
45237,2440
45541,2491
37381,1423
39231,1672
33321,1063
22299,651
1179,2955
11768,5373
37943,1557
2461,564
36430,1318
37624,1440
24334,711
41336,530
34161,1113
13795,6062
15321,421
13639,5999
16023,7005
5387,3951
40153,1767
22076,427
32039,1002
6247,4138
10422,5012
8962,4682
41533,1911
11786,5376
14451,6319
21424,421
36040,1271
147,2771
31135,958
11270,597
37620,1439
27813,828
22521,660
4441,3723
22731,364
20175,10002
33151,1054
33935,1097
13841,6083
23638,694
21299,11195
31289,967
28075,840
11858,5398
13302,5871
44183,2300
21077,10964
44506,2338
31305,968
27384,814
21610,11560
39362,1689
39127,1662
3662,3528
2184,3180
8107,4504
31839,990
33323,1063
13003,5765
11594,599
33269,1061
31741,986
33326,1063
28562,855
36897,1368
41769,1939
20002,9808
24459,718
32651,1030
25062,736
14057,606
35327,1213
21718,11723
8339,4557
44113,2289
599,2845
2233,3192
32149,487
2509,3251
39352,1689
5918,4075
8696,4633
35794,1250
16962,7526
18851,8830
21893,638
21859,635
27341,811
8741,4642
14388,6290
36383,1314
21119,11021
6868,4258
37948,1558
24961,734
35632,504
19075,8977
3876,3582
5099,3880
823,2878
22265,649
3998,571
31672,984
32359,1014
3746,3540
45979,2559
41744,1935
11334,5242
37411,1428
45739,2519
28121,842
38237,1585
18569,8633
26294,776
19483,9332
36777,1358
11302,5233
6032,4101
38377,1605
3096,568
23792,698
33316,1063
3304,3437
19712,9526
4886,3818
21849,633
18475,8564
39956,1750
26692,789
3473,3471
35964,1264
16716,7393
39923,1746
25584,756
9108,590
44321,2318
9393,4770
1462,3013
29751,900
40453,1796
15785,6882
24646,723
11977,5430
42868,2094
20719,10562
30136,917
30509,933
44545,2346
543,2838
11550,5302
8862,4665
9973,4912
8201,4519
28025,838
24221,709
32537,1020
35142,1196
10171,4957
46215,2596
3758,3544
14624,6397
2723,3306
27450,815
28349,849
11939,5416
3113,3385
30318,923
11083,5179
40162,1768
27338,811
25326,745
3819,3564
16137,7080
24148,707
40834,1830
14863,6487
16711,7392
25496,752
20366,10162
5357,3947
42346,2016
18995,8941
17269,7695
14306,6271
15749,6857
30737,942
32568,1024
7381,4362
40616,1814
32555,1023
29514,892
45159,2423
14305,6271
22920,672
36888,1367
23181,680
16932,7504
17169,619
3696,571
45727,2517
12071,5458
8128,4510
35067,1187
1436,3009
37617,1439
22358,655
15191,6619
17751,8021
45840,2540
23747,698
6237,4136
41761,1937
43394,2183
11903,600
21552,11480
30578,936
17007,7553
16189,7108
19299,9193
14687,608
32757,1035
33035,1050
9334,4757
40801,1826
23175,680
35625,504
7126,4312
11148,5198
544,2838
9657,4833
24036,706
34703,1154
33125,490
24545,720
15780,6876
30891,478
11274,597
23455,687
39239,1674
26395,778
43094,2135
43035,2122
29944,907
42411,2028
35254,1207
43794,2245
42615,2056
45145,2422
8461,4584
17680,7970
46758,2698
41019,530
20734,10577
34673,499
7695,4426
34484,1133
11812,5386
33505,1074
17161,619
12949,5747
24329,711
10610,5056
22826,668
23754,698
24288,710
44011,2279
34552,1142
39172,1666
26561,788
5828,4051
4814,3807
31330,969
16305,7155
40978,394
14293,6268
28788,866
39072,1662
40658,526
2627,3283
19083,8981
9033,4702
11378,5253
31065,956
3425,3460
11664,5331
31061,956
27294,811
39861,1742
17724,8005
46757,2698
16389,7208
41393,1888
3022,3377
10545,5044
23284,683
21518,11434
44418,2327
20675,10499
38537,1614
1502,3024
22235,648
42544,537
8011,4483
22467,658
10017,4919
20385,10197
11226,5223
23363,684
12202,419
29950,907
24285,710
38173,1580
19568,9412
6394,4164
33693,1081
23307,684
26350,452
15697,6827
8469,589
21968,642
29208,880
3700,571
22333,654
2050,3154
21984,643
13549,5962
46161,2593
15644,612
27118,803
20238,10063
33440,491
18444,625
6016,4096
28941,872
761,2867
12887,5719
41908,1956
15730,6848
20010,9818
8280,4540
1128,2946
9985,4914
26732,789
23941,702
25606,756
8917,4674
35002,1180
3455,3465
8869,4666
44596,2352
44805,2376
24408,716
40023,1754
26365,776
2908,3348
41119,1854
10015,4918
41957,1959
40756,1821
17496,621
41466,1901
45471,2478
22451,658
20496,10330
44101,2287
6059,413
12623,5631
33093,1053
29402,886
28787,866
2596,3275
18966,8919
41477,1902
7462,4379
44883,2387
22380,658
25705,758
35678,1240
2829,3326
20701,10542
39547,1707
38007,1566
6146,4118
21679,11654
30650,941
37924,1554
30212,919
35994,1267
34992,1179
9509,4794
8971,4686
34993,1179
24962,734
10751,5093
25411,748
19753,9556
39590,1712
11680,5339
25245,743
22102,645
35990,1266
4016,3614
26733,789
21671,11644
32426,1017
2789,3312
19018,8957
27830,828
27790,828
7055,4295
17626,7928
24458,718
20798,10663
14565,6362
46725,2693
30494,932
12352,5544
32526,1020
41738,1933
11840,5393
3578,3500
11516,5292
44646,2360
13240,5846
31976,999
35183,1200
8866,4666
2840,3328
26656,453
28074,840
19093,8994
30294,921
20586,628
35754,1245
36424,1318
45906,2549
9893,4884
34632,1152
15247,6652
33271,1061
43189,2145
22859,669
28748,863
24398,715
38955,1654
19178,9071
34621,1151
26909,799
30568,477
11482,5285
26309,776
13014,5767
5554,3990
18567,8631
21095,10993
21448,424
36273,1295
25512,753
40440,1793
10907,5142
19577,9424
19315,9214
10974,596
3525,3484
34297,1122
18535,8608
2962,3360
21658,11632
45530,2487
45657,2508
3095,568
25591,756
30370,926
19420,9278
17139,7631
1504,3024
2077,3162
16761,7419
15387,6683
19724,9533
25638,756
4910,3825
23480,687
26640,789
46260,2606
9521,4797
28187,844
11093,5183
16613,7326
16653,7357
44675,544
7106,4308
23508,687
38711,1629
45168,2425
40901,1838
43580,2210
10452,5019
22047,645
19630,9474
14892,6502
879,2893
30154,918
41392,1888
2737,3309
38196,1580
12535,603
35637,1238
39513,1699
41275,1878
15831,6912
29839,906
13829,6076
7255,4334
25395,746
41512,1909
37596,1438
32367,1015
5856,4060
9753,4851
24133,707
42671,2066
36571,1332
12262,5515
32087,1006
27744,828
39003,1656
31497,977
8290,4543
9434,593
18898,8868
30411,928
46039,2572
34061,1105
2698,3300
38404,1607
31893,992
18833,8818
33150,1054
2745,565
27006,802
4300,3682
16696,7385
45164,2423
3575,3499
2889,3343
40188,1773
7786,4445
28514,854
35937,505
11485,5286
39745,526
27268,810
25525,754
12971,5758
16817,7455
22346,655
35861,1258
23514,688
31479,975
9149,4712
3245,3420
5194,3896
25375,746
20151,9972
37966,1560
10767,5096
41120,1855
26257,776
2827,3325
35085,1190
20864,629
41187,1866
6480,4186
31613,982
45204,2432
22360,655
37740,509
30585,936
